"may_1mo_sum","may_2mo_sum","may_3mo_sum","aug_1mo_sum","aug_2mo_sum","aug_3mo_sum","nov_1mo_sum","nov_2mo_sum","nov_3mo_sum","feb_1mo_sum","feb_2mo_sum","feb_3mo_sum"
129.9,177.9,273.4,17.1,26.1,30.1,28,28,64.6,160.2,580.6,1356.2
