id,year,month,day,hour,minute,second,Etime,Tcham
0,2023,8,10,14,48,25,-60,27.12
1,2023,8,10,14,48,26,-59,27.12
2,2023,8,10,14,48,27,-58,27.12
3,2023,8,10,14,48,28,-57,27.12
4,2023,8,10,14,48,29,-56,27.03
5,2023,8,10,14,48,30,-55,27.12
6,2023,8,10,14,48,31,-54,27.12
7,2023,8,10,14,48,32,-53,27.12
8,2023,8,10,14,48,33,-52,27.20
9,2023,8,10,14,48,34,-51,27.20
10,2023,8,10,14,48,35,-50,27.20
11,2023,8,10,14,48,36,-49,27.20
12,2023,8,10,14,48,37,-48,27.20
13,2023,8,10,14,48,38,-47,27.20
14,2023,8,10,14,48,39,-46,27.20
15,2023,8,10,14,48,40,-45,27.20
16,2023,8,10,14,48,41,-44,27.20
17,2023,8,10,14,48,42,-43,27.29
18,2023,8,10,14,48,43,-42,27.29
19,2023,8,10,14,48,44,-41,27.29
20,2023,8,10,14,48,45,-40,27.20
21,2023,8,10,14,48,46,-39,27.29
22,2023,8,10,14,48,47,-38,27.29
23,2023,8,10,14,48,48,-37,27.37
24,2023,8,10,14,48,49,-36,27.37
25,2023,8,10,14,48,50,-35,27.29
26,2023,8,10,14,48,51,-34,27.29
27,2023,8,10,14,48,52,-33,27.37
28,2023,8,10,14,48,53,-32,27.37
29,2023,8,10,14,48,54,-31,27.29
30,2023,8,10,14,48,55,-30,27.37
31,2023,8,10,14,48,57,-29,27.37
32,2023,8,10,14,48,58,-28,27.37
33,2023,8,10,14,48,59,-27,27.37
34,2023,8,10,14,49,0,-26,27.45
35,2023,8,10,14,49,1,-25,27.37
36,2023,8,10,14,49,2,-24,27.37
37,2023,8,10,14,49,3,-23,27.45
38,2023,8,10,14,49,4,-22,27.45
39,2023,8,10,14,49,5,-21,27.45
40,2023,8,10,14,49,6,-20,27.45
41,2023,8,10,14,49,7,-19,27.45
42,2023,8,10,14,49,8,-18,27.45
43,2023,8,10,14,49,9,-17,27.45
44,2023,8,10,14,49,10,-16,27.45
45,2023,8,10,14,49,11,-15,27.45
46,2023,8,10,14,49,12,-14,27.54
47,2023,8,10,14,49,13,-13,27.45
48,2023,8,10,14,49,14,-12,27.54
49,2023,8,10,14,49,15,-11,27.45
50,2023,8,10,14,49,16,-10,27.54
51,2023,8,10,14,49,17,-9,27.54
52,2023,8,10,14,49,18,-8,27.54
53,2023,8,10,14,49,19,-7,27.54
54,2023,8,10,14,49,20,-6,27.62
55,2023,8,10,14,49,21,-5,27.62
56,2023,8,10,14,49,22,-4,27.62
57,2023,8,10,14,49,23,-3,27.54
58,2023,8,10,14,49,24,-2,27.54
59,2023,8,10,14,49,25,-1,27.62
60,2023,8,10,14,49,26,0,27.54
61,2023,8,10,14,49,27,1,27.54
62,2023,8,10,14,49,28,2,27.62
63,2023,8,10,14,49,29,3,27.54
64,2023,8,10,14,49,30,4,27.62
65,2023,8,10,14,49,31,5,27.62
66,2023,8,10,14,49,32,6,27.62
67,2023,8,10,14,49,34,7,27.62
68,2023,8,10,14,49,35,8,27.62
69,2023,8,10,14,49,36,9,27.54
70,2023,8,10,14,49,37,10,27.54
71,2023,8,10,14,49,38,11,27.62
72,2023,8,10,14,49,39,12,27.62
73,2023,8,10,14,49,40,13,27.62
74,2023,8,10,14,49,41,14,27.62
75,2023,8,10,14,49,42,15,27.62
76,2023,8,10,14,49,43,16,27.62
77,2023,8,10,14,49,44,17,27.62
78,2023,8,10,14,49,45,18,27.62
79,2023,8,10,14,49,46,19,27.62
80,2023,8,10,14,49,47,20,27.62
81,2023,8,10,14,49,48,21,27.62
82,2023,8,10,14,49,49,22,27.62
83,2023,8,10,14,49,50,23,27.62
84,2023,8,10,14,49,51,24,27.71
85,2023,8,10,14,49,52,25,27.62
86,2023,8,10,14,49,53,26,27.71
87,2023,8,10,14,49,54,27,27.62
88,2023,8,10,14,49,55,28,27.71
89,2023,8,10,14,49,56,29,27.71
90,2023,8,10,14,49,57,30,27.62
91,2023,8,10,14,49,58,31,27.71
92,2023,8,10,14,49,59,32,27.71
93,2023,8,10,14,50,0,33,27.62
94,2023,8,10,14,50,1,34,27.62
95,2023,8,10,14,50,2,35,27.71
96,2023,8,10,14,50,3,36,27.71
97,2023,8,10,14,50,4,37,27.71
98,2023,8,10,14,50,5,38,27.71
99,2023,8,10,14,50,6,39,27.71
100,2023,8,10,14,50,7,40,27.71
101,2023,8,10,14,50,8,41,27.71
102,2023,8,10,14,50,9,42,27.71
103,2023,8,10,14,50,10,43,27.71
104,2023,8,10,14,50,12,44,27.71
105,2023,8,10,14,50,13,45,27.71
106,2023,8,10,14,50,14,46,27.71
107,2023,8,10,14,50,15,47,27.71
108,2023,8,10,14,50,16,48,27.71
109,2023,8,10,14,50,17,49,27.62
110,2023,8,10,14,50,18,50,27.62
111,2023,8,10,14,50,19,51,27.71
112,2023,8,10,14,50,20,52,27.71
113,2023,8,10,14,50,21,53,27.71
114,2023,8,10,14,50,22,54,27.71
115,2023,8,10,14,50,23,55,27.62
116,2023,8,10,14,50,24,56,27.71
117,2023,8,10,14,50,25,57,27.71
118,2023,8,10,14,50,26,58,27.71
119,2023,8,10,14,50,27,59,27.71
120,2023,8,10,14,50,28,60,27.71
121,2023,8,10,14,50,29,61,27.62
122,2023,8,10,14,50,30,62,27.71
123,2023,8,10,14,50,31,63,27.71
124,2023,8,10,14,50,32,64,27.71
125,2023,8,10,14,50,33,65,27.71
126,2023,8,10,14,50,34,66,27.71
127,2023,8,10,14,50,35,67,27.71
128,2023,8,10,14,50,36,68,27.71
129,2023,8,10,14,50,37,69,27.71
130,2023,8,10,14,50,38,70,27.71
131,2023,8,10,14,50,39,71,27.71
132,2023,8,10,14,50,40,72,27.71
133,2023,8,10,14,50,41,73,27.71
134,2023,8,10,14,50,42,74,27.71
135,2023,8,10,14,50,43,75,27.71
136,2023,8,10,14,50,44,76,27.71
137,2023,8,10,14,50,45,77,27.71
138,2023,8,10,14,50,46,78,27.71
139,2023,8,10,14,50,47,79,27.71
140,2023,8,10,14,50,49,80,27.71
141,2023,8,10,14,50,50,81,27.71
142,2023,8,10,14,50,51,82,27.71
143,2023,8,10,14,50,52,83,27.62
144,2023,8,10,14,50,53,84,27.71
145,2023,8,10,14,50,54,85,27.71
146,2023,8,10,14,50,55,86,27.71
147,2023,8,10,14,50,56,87,27.71
148,2023,8,10,14,50,57,88,27.71
149,2023,8,10,14,50,58,89,27.71
150,2023,8,10,14,50,59,90,27.71
151,2023,8,10,14,51,0,91,27.71
152,2023,8,10,14,51,1,92,27.71
153,2023,8,10,14,51,2,93,27.62
154,2023,8,10,14,51,3,94,27.71
155,2023,8,10,14,51,4,95,27.62
156,2023,8,10,14,51,5,96,27.71
157,2023,8,10,14,51,6,97,27.71
158,2023,8,10,14,51,7,98,27.71
159,2023,8,10,14,51,8,99,27.71
160,2023,8,10,14,51,9,100,27.71
161,2023,8,10,14,51,10,101,27.71
162,2023,8,10,14,51,11,102,27.71
163,2023,8,10,14,51,12,103,27.71
164,2023,8,10,14,51,13,104,27.71
165,2023,8,10,14,51,14,105,27.71
166,2023,8,10,14,51,15,106,27.71
167,2023,8,10,14,51,16,107,27.71
168,2023,8,10,14,51,17,108,27.71
169,2023,8,10,14,51,18,109,27.71
170,2023,8,10,14,51,19,110,27.71
171,2023,8,10,14,51,20,111,27.62
172,2023,8,10,14,51,21,112,27.71
173,2023,8,10,14,51,22,113,27.71
174,2023,8,10,14,51,23,114,27.71
175,2023,8,10,14,51,24,115,27.71
176,2023,8,10,14,51,26,116,27.71
177,2023,8,10,14,51,27,117,27.71
178,2023,8,10,14,51,28,118,27.71
179,2023,8,10,14,51,29,119,27.62
180,2023,8,10,14,51,30,120,27.71
181,2023,8,10,14,51,31,121,27.71
182,2023,8,10,14,51,32,122,27.71
183,2023,8,10,14,51,33,123,27.62
184,2023,8,10,14,51,34,124,27.71
185,2023,8,10,14,51,35,125,27.71
186,2023,8,10,14,51,36,126,27.71
187,2023,8,10,14,51,37,127,27.71
188,2023,8,10,14,51,38,128,27.71
189,2023,8,10,14,51,39,129,27.71
190,2023,8,10,14,51,40,130,27.71
191,2023,8,10,14,51,41,131,27.62
192,2023,8,10,14,51,42,132,27.71
193,2023,8,10,14,51,43,133,27.71
194,2023,8,10,14,51,44,134,27.71
195,2023,8,10,14,51,45,135,27.71
196,2023,8,10,14,51,46,136,27.71
