id,year,month,day,hour,minute,second,Etime,Tcham
0,2023,8,10,15,48,19,-60,27.62
1,2023,8,10,15,48,20,-59,27.62
2,2023,8,10,15,48,21,-58,27.62
3,2023,8,10,15,48,22,-57,27.62
4,2023,8,10,15,48,23,-56,27.62
5,2023,8,10,15,48,24,-55,27.62
6,2023,8,10,15,48,25,-54,27.62
7,2023,8,10,15,48,26,-53,27.62
8,2023,8,10,15,48,27,-52,27.62
9,2023,8,10,15,48,28,-51,27.54
10,2023,8,10,15,48,29,-50,27.62
11,2023,8,10,15,48,30,-49,27.62
12,2023,8,10,15,48,31,-48,27.62
13,2023,8,10,15,48,33,-47,27.62
14,2023,8,10,15,48,34,-46,27.62
15,2023,8,10,15,48,35,-45,27.62
16,2023,8,10,15,48,36,-44,27.62
17,2023,8,10,15,48,37,-43,27.62
18,2023,8,10,15,48,38,-42,27.62
19,2023,8,10,15,48,39,-41,27.62
20,2023,8,10,15,48,40,-40,27.62
21,2023,8,10,15,48,41,-39,27.62
22,2023,8,10,15,48,42,-38,27.62
23,2023,8,10,15,48,43,-37,27.62
24,2023,8,10,15,48,44,-36,27.71
25,2023,8,10,15,48,45,-35,27.71
26,2023,8,10,15,48,46,-34,27.71
27,2023,8,10,15,48,47,-33,27.62
28,2023,8,10,15,48,48,-32,27.71
29,2023,8,10,15,48,49,-31,27.62
30,2023,8,10,15,48,50,-30,27.62
31,2023,8,10,15,48,51,-29,27.62
32,2023,8,10,15,48,52,-28,27.71
33,2023,8,10,15,48,53,-27,27.62
34,2023,8,10,15,48,54,-26,27.62
35,2023,8,10,15,48,55,-25,27.62
36,2023,8,10,15,48,56,-24,27.71
37,2023,8,10,15,48,57,-23,27.62
38,2023,8,10,15,48,58,-22,27.62
39,2023,8,10,15,48,59,-21,27.62
40,2023,8,10,15,49,0,-20,27.62
41,2023,8,10,15,49,1,-19,27.71
42,2023,8,10,15,49,2,-18,27.71
43,2023,8,10,15,49,3,-17,27.71
44,2023,8,10,15,49,4,-16,27.62
45,2023,8,10,15,49,5,-15,27.62
46,2023,8,10,15,49,6,-14,27.62
47,2023,8,10,15,49,7,-13,27.71
48,2023,8,10,15,49,9,-12,27.62
49,2023,8,10,15,49,10,-11,27.71
50,2023,8,10,15,49,11,-10,27.62
51,2023,8,10,15,49,12,-9,27.71
52,2023,8,10,15,49,13,-8,27.62
53,2023,8,10,15,49,14,-7,27.71
54,2023,8,10,15,49,15,-6,27.71
55,2023,8,10,15,49,16,-5,27.62
56,2023,8,10,15,49,17,-4,27.62
57,2023,8,10,15,49,18,-3,27.71
58,2023,8,10,15,49,19,-2,27.62
59,2023,8,10,15,49,20,-1,27.71
60,2023,8,10,15,49,21,0,27.71
61,2023,8,10,15,49,22,1,27.54
62,2023,8,10,15,49,23,2,27.62
63,2023,8,10,15,49,24,3,27.71
64,2023,8,10,15,49,25,4,27.62
65,2023,8,10,15,49,26,5,27.71
66,2023,8,10,15,49,27,6,27.71
67,2023,8,10,15,49,28,7,27.62
68,2023,8,10,15,49,29,8,27.62
69,2023,8,10,15,49,30,9,27.71
70,2023,8,10,15,49,31,10,27.62
71,2023,8,10,15,49,32,11,27.71
72,2023,8,10,15,49,33,12,27.71
73,2023,8,10,15,49,34,13,27.71
74,2023,8,10,15,49,35,14,27.62
75,2023,8,10,15,49,36,15,27.62
76,2023,8,10,15,49,37,16,27.71
77,2023,8,10,15,49,38,17,27.62
78,2023,8,10,15,49,39,18,27.62
79,2023,8,10,15,49,40,19,27.71
80,2023,8,10,15,49,41,20,27.71
81,2023,8,10,15,49,42,21,27.71
82,2023,8,10,15,49,43,22,27.62
83,2023,8,10,15,49,44,23,27.71
84,2023,8,10,15,49,46,24,27.62
85,2023,8,10,15,49,47,25,27.62
86,2023,8,10,15,49,48,26,27.62
87,2023,8,10,15,49,49,27,27.71
88,2023,8,10,15,49,50,28,27.71
89,2023,8,10,15,49,51,29,27.71
90,2023,8,10,15,49,52,30,27.71
91,2023,8,10,15,49,53,31,27.62
92,2023,8,10,15,49,54,32,27.71
93,2023,8,10,15,49,55,33,27.71
94,2023,8,10,15,49,56,34,27.62
95,2023,8,10,15,49,57,35,27.62
96,2023,8,10,15,49,58,36,27.62
97,2023,8,10,15,49,59,37,27.62
98,2023,8,10,15,50,0,38,27.62
99,2023,8,10,15,50,1,39,27.62
100,2023,8,10,15,50,2,40,27.62
101,2023,8,10,15,50,3,41,27.71
102,2023,8,10,15,50,4,42,27.62
103,2023,8,10,15,50,5,43,27.71
104,2023,8,10,15,50,6,44,27.62
105,2023,8,10,15,50,7,45,27.71
106,2023,8,10,15,50,8,46,27.71
107,2023,8,10,15,50,9,47,27.62
108,2023,8,10,15,50,10,48,27.62
109,2023,8,10,15,50,11,49,27.71
110,2023,8,10,15,50,12,50,27.71
111,2023,8,10,15,50,13,51,27.71
112,2023,8,10,15,50,14,52,27.71
113,2023,8,10,15,50,15,53,27.71
114,2023,8,10,15,50,16,54,27.62
115,2023,8,10,15,50,17,55,27.62
116,2023,8,10,15,50,18,56,27.71
117,2023,8,10,15,50,19,57,27.62
118,2023,8,10,15,50,20,58,27.62
119,2023,8,10,15,50,21,59,27.71
120,2023,8,10,15,50,22,60,27.62
121,2023,8,10,15,50,24,61,27.71
122,2023,8,10,15,50,25,62,27.62
123,2023,8,10,15,50,26,63,27.62
124,2023,8,10,15,50,27,64,27.62
125,2023,8,10,15,50,28,65,27.71
126,2023,8,10,15,50,29,66,27.62
127,2023,8,10,15,50,30,67,27.62
128,2023,8,10,15,50,31,68,27.62
129,2023,8,10,15,50,32,69,27.62
130,2023,8,10,15,50,33,70,27.71
131,2023,8,10,15,50,34,71,27.62
132,2023,8,10,15,50,35,72,27.62
133,2023,8,10,15,50,36,73,27.62
134,2023,8,10,15,50,37,74,27.71
135,2023,8,10,15,50,38,75,27.71
136,2023,8,10,15,50,39,76,27.71
137,2023,8,10,15,50,40,77,27.71
138,2023,8,10,15,50,41,78,27.71
139,2023,8,10,15,50,42,79,27.71
140,2023,8,10,15,50,43,80,27.71
141,2023,8,10,15,50,44,81,27.62
142,2023,8,10,15,50,45,82,27.62
143,2023,8,10,15,50,46,83,27.62
144,2023,8,10,15,50,47,84,27.62
145,2023,8,10,15,50,48,85,27.71
146,2023,8,10,15,50,49,86,27.71
147,2023,8,10,15,50,50,87,27.62
148,2023,8,10,15,50,51,88,27.62
149,2023,8,10,15,50,52,89,27.62
150,2023,8,10,15,50,53,90,27.62
151,2023,8,10,15,50,54,91,27.62
152,2023,8,10,15,50,55,92,27.71
153,2023,8,10,15,50,56,93,27.62
154,2023,8,10,15,50,57,94,27.62
155,2023,8,10,15,50,58,95,27.62
156,2023,8,10,15,50,59,96,27.62
157,2023,8,10,15,51,1,97,27.62
158,2023,8,10,15,51,2,98,27.62
159,2023,8,10,15,51,3,99,27.62
160,2023,8,10,15,51,4,100,27.62
161,2023,8,10,15,51,5,101,27.62
162,2023,8,10,15,51,6,102,27.62
163,2023,8,10,15,51,7,103,27.62
164,2023,8,10,15,51,8,104,27.62
165,2023,8,10,15,51,9,105,27.62
166,2023,8,10,15,51,10,106,27.62
167,2023,8,10,15,51,11,107,27.71
168,2023,8,10,15,51,12,108,27.62
169,2023,8,10,15,51,13,109,27.62
170,2023,8,10,15,51,14,110,27.62
171,2023,8,10,15,51,15,111,27.62
172,2023,8,10,15,51,16,112,27.62
173,2023,8,10,15,51,17,113,27.62
174,2023,8,10,15,51,18,114,27.62
175,2023,8,10,15,51,19,115,27.71
176,2023,8,10,15,51,20,116,27.62
177,2023,8,10,15,51,21,117,27.62
178,2023,8,10,15,51,22,118,27.62
179,2023,8,10,15,51,23,119,27.62
180,2023,8,10,15,51,24,120,27.62
181,2023,8,10,15,51,25,121,27.62
182,2023,8,10,15,51,26,122,27.71
183,2023,8,10,15,51,27,123,27.62
184,2023,8,10,15,51,28,124,27.62
185,2023,8,10,15,51,29,125,27.62
186,2023,8,10,15,51,30,126,27.54
187,2023,8,10,15,51,31,127,27.62
188,2023,8,10,15,51,32,128,27.62
189,2023,8,10,15,51,33,129,27.62
190,2023,8,10,15,51,34,130,27.62
191,2023,8,10,15,51,35,131,27.62
192,2023,8,10,15,51,37,132,27.62
193,2023,8,10,15,51,38,133,27.62
194,2023,8,10,15,51,39,134,27.62
195,2023,8,10,15,51,40,135,27.62
196,2023,8,10,15,51,41,136,27.62
197,2023,8,10,15,51,42,137,27.62
198,2023,8,10,15,51,43,138,27.62
199,2023,8,10,15,51,44,139,27.62
200,2023,8,10,15,51,45,140,27.62
201,2023,8,10,15,51,46,141,27.62
202,2023,8,10,15,51,47,142,27.62
203,2023,8,10,15,51,48,143,27.62
204,2023,8,10,15,51,49,144,27.62
205,2023,8,10,15,51,50,145,27.62
206,2023,8,10,15,51,51,146,27.62
207,2023,8,10,15,51,52,147,27.62
208,2023,8,10,15,51,53,148,27.54
209,2023,8,10,15,51,54,149,27.54
210,2023,8,10,15,51,55,150,27.62
211,2023,8,10,15,51,56,151,27.62
212,2023,8,10,15,51,57,152,27.62
213,2023,8,10,15,51,58,153,27.62
214,2023,8,10,15,51,59,154,27.62
215,2023,8,10,15,52,0,155,27.62
216,2023,8,10,15,52,1,156,27.54
217,2023,8,10,15,52,2,157,27.62
218,2023,8,10,15,52,3,158,27.62
219,2023,8,10,15,52,4,159,27.62
220,2023,8,10,15,52,5,160,27.62
221,2023,8,10,15,52,6,161,27.62
222,2023,8,10,15,52,7,162,27.62
223,2023,8,10,15,52,8,163,27.62
224,2023,8,10,15,52,9,164,27.62
225,2023,8,10,15,52,10,165,27.62
226,2023,8,10,15,52,11,166,27.54
227,2023,8,10,15,52,12,167,27.62
