id,year,month,day,hour,minute,second,Etime,Tcham,sample
0,2023,8,10,15,48,19,-60,27.62,cp3_F
1,2023,8,10,15,48,20,-59,27.62,cp3_F
2,2023,8,10,15,48,21,-58,27.62,cp3_F
3,2023,8,10,15,48,22,-57,27.62,cp3_F
4,2023,8,10,15,48,23,-56,27.62,cp3_F
5,2023,8,10,15,48,24,-55,27.62,cp3_F
6,2023,8,10,15,48,25,-54,27.62,cp3_F
7,2023,8,10,15,48,26,-53,27.62,cp3_F
8,2023,8,10,15,48,27,-52,27.62,cp3_F
9,2023,8,10,15,48,28,-51,27.54,cp3_F
10,2023,8,10,15,48,29,-50,27.62,cp3_F
11,2023,8,10,15,48,30,-49,27.62,cp3_F
12,2023,8,10,15,48,31,-48,27.62,cp3_F
13,2023,8,10,15,48,33,-47,27.62,cp3_F
14,2023,8,10,15,48,34,-46,27.62,cp3_F
15,2023,8,10,15,48,35,-45,27.62,cp3_F
16,2023,8,10,15,48,36,-44,27.62,cp3_F
17,2023,8,10,15,48,37,-43,27.62,cp3_F
18,2023,8,10,15,48,38,-42,27.62,cp3_F
19,2023,8,10,15,48,39,-41,27.62,cp3_F
20,2023,8,10,15,48,40,-40,27.62,cp3_F
21,2023,8,10,15,48,41,-39,27.62,cp3_F
22,2023,8,10,15,48,42,-38,27.62,cp3_F
23,2023,8,10,15,48,43,-37,27.62,cp3_F
24,2023,8,10,15,48,44,-36,27.71,cp3_F
25,2023,8,10,15,48,45,-35,27.71,cp3_F
26,2023,8,10,15,48,46,-34,27.71,cp3_F
27,2023,8,10,15,48,47,-33,27.62,cp3_F
28,2023,8,10,15,48,48,-32,27.71,cp3_F
29,2023,8,10,15,48,49,-31,27.62,cp3_F
30,2023,8,10,15,48,50,-30,27.62,cp3_F
31,2023,8,10,15,48,51,-29,27.62,cp3_F
32,2023,8,10,15,48,52,-28,27.71,cp3_F
33,2023,8,10,15,48,53,-27,27.62,cp3_F
34,2023,8,10,15,48,54,-26,27.62,cp3_F
35,2023,8,10,15,48,55,-25,27.62,cp3_F
36,2023,8,10,15,48,56,-24,27.71,cp3_F
37,2023,8,10,15,48,57,-23,27.62,cp3_F
38,2023,8,10,15,48,58,-22,27.62,cp3_F
39,2023,8,10,15,48,59,-21,27.62,cp3_F
40,2023,8,10,15,49,0,-20,27.62,cp3_F
41,2023,8,10,15,49,1,-19,27.71,cp3_F
42,2023,8,10,15,49,2,-18,27.71,cp3_F
43,2023,8,10,15,49,3,-17,27.71,cp3_F
44,2023,8,10,15,49,4,-16,27.62,cp3_F
45,2023,8,10,15,49,5,-15,27.62,cp3_F
46,2023,8,10,15,49,6,-14,27.62,cp3_F
47,2023,8,10,15,49,7,-13,27.71,cp3_F
48,2023,8,10,15,49,9,-12,27.62,cp3_F
49,2023,8,10,15,49,10,-11,27.71,cp3_F
50,2023,8,10,15,49,11,-10,27.62,cp3_F
51,2023,8,10,15,49,12,-9,27.71,cp3_F
52,2023,8,10,15,49,13,-8,27.62,cp3_F
53,2023,8,10,15,49,14,-7,27.71,cp3_F
54,2023,8,10,15,49,15,-6,27.71,cp3_F
55,2023,8,10,15,49,16,-5,27.62,cp3_F
56,2023,8,10,15,49,17,-4,27.62,cp3_F
57,2023,8,10,15,49,18,-3,27.71,cp3_F
58,2023,8,10,15,49,19,-2,27.62,cp3_F
59,2023,8,10,15,49,20,-1,27.71,cp3_F
60,2023,8,10,15,49,21,0,27.71,cp3_F
61,2023,8,10,15,49,22,1,27.54,cp3_F
62,2023,8,10,15,49,23,2,27.62,cp3_F
63,2023,8,10,15,49,24,3,27.71,cp3_F
64,2023,8,10,15,49,25,4,27.62,cp3_F
65,2023,8,10,15,49,26,5,27.71,cp3_F
66,2023,8,10,15,49,27,6,27.71,cp3_F
67,2023,8,10,15,49,28,7,27.62,cp3_F
68,2023,8,10,15,49,29,8,27.62,cp3_F
69,2023,8,10,15,49,30,9,27.71,cp3_F
70,2023,8,10,15,49,31,10,27.62,cp3_F
71,2023,8,10,15,49,32,11,27.71,cp3_F
72,2023,8,10,15,49,33,12,27.71,cp3_F
73,2023,8,10,15,49,34,13,27.71,cp3_F
74,2023,8,10,15,49,35,14,27.62,cp3_F
75,2023,8,10,15,49,36,15,27.62,cp3_F
76,2023,8,10,15,49,37,16,27.71,cp3_F
77,2023,8,10,15,49,38,17,27.62,cp3_F
78,2023,8,10,15,49,39,18,27.62,cp3_F
79,2023,8,10,15,49,40,19,27.71,cp3_F
80,2023,8,10,15,49,41,20,27.71,cp3_F
81,2023,8,10,15,49,42,21,27.71,cp3_F
82,2023,8,10,15,49,43,22,27.62,cp3_F
83,2023,8,10,15,49,44,23,27.71,cp3_F
84,2023,8,10,15,49,46,24,27.62,cp3_F
85,2023,8,10,15,49,47,25,27.62,cp3_F
86,2023,8,10,15,49,48,26,27.62,cp3_F
87,2023,8,10,15,49,49,27,27.71,cp3_F
88,2023,8,10,15,49,50,28,27.71,cp3_F
89,2023,8,10,15,49,51,29,27.71,cp3_F
90,2023,8,10,15,49,52,30,27.71,cp3_F
91,2023,8,10,15,49,53,31,27.62,cp3_F
92,2023,8,10,15,49,54,32,27.71,cp3_F
93,2023,8,10,15,49,55,33,27.71,cp3_F
94,2023,8,10,15,49,56,34,27.62,cp3_F
95,2023,8,10,15,49,57,35,27.62,cp3_F
96,2023,8,10,15,49,58,36,27.62,cp3_F
97,2023,8,10,15,49,59,37,27.62,cp3_F
98,2023,8,10,15,50,0,38,27.62,cp3_F
99,2023,8,10,15,50,1,39,27.62,cp3_F
100,2023,8,10,15,50,2,40,27.62,cp3_F
101,2023,8,10,15,50,3,41,27.71,cp3_F
102,2023,8,10,15,50,4,42,27.62,cp3_F
103,2023,8,10,15,50,5,43,27.71,cp3_F
104,2023,8,10,15,50,6,44,27.62,cp3_F
105,2023,8,10,15,50,7,45,27.71,cp3_F
106,2023,8,10,15,50,8,46,27.71,cp3_F
107,2023,8,10,15,50,9,47,27.62,cp3_F
108,2023,8,10,15,50,10,48,27.62,cp3_F
109,2023,8,10,15,50,11,49,27.71,cp3_F
110,2023,8,10,15,50,12,50,27.71,cp3_F
111,2023,8,10,15,50,13,51,27.71,cp3_F
112,2023,8,10,15,50,14,52,27.71,cp3_F
113,2023,8,10,15,50,15,53,27.71,cp3_F
114,2023,8,10,15,50,16,54,27.62,cp3_F
115,2023,8,10,15,50,17,55,27.62,cp3_F
116,2023,8,10,15,50,18,56,27.71,cp3_F
