id,year,month,day,hour,minute,second,Etime,Tcham,sample
0,2023,8,10,15,20,42,-60,27.54,nas4_F
1,2023,8,10,15,20,43,-59,27.62,nas4_F
2,2023,8,10,15,20,44,-58,27.54,nas4_F
3,2023,8,10,15,20,45,-57,27.54,nas4_F
4,2023,8,10,15,20,46,-56,27.54,nas4_F
5,2023,8,10,15,20,47,-55,27.54,nas4_F
6,2023,8,10,15,20,48,-54,27.62,nas4_F
7,2023,8,10,15,20,49,-53,27.54,nas4_F
8,2023,8,10,15,20,50,-52,27.54,nas4_F
9,2023,8,10,15,20,51,-51,27.62,nas4_F
10,2023,8,10,15,20,52,-50,27.62,nas4_F
11,2023,8,10,15,20,53,-49,27.54,nas4_F
12,2023,8,10,15,20,54,-48,27.62,nas4_F
13,2023,8,10,15,20,55,-47,27.62,nas4_F
14,2023,8,10,15,20,57,-46,27.62,nas4_F
15,2023,8,10,15,20,58,-45,27.62,nas4_F
16,2023,8,10,15,20,59,-44,27.62,nas4_F
17,2023,8,10,15,21,0,-43,27.62,nas4_F
18,2023,8,10,15,21,1,-42,27.62,nas4_F
19,2023,8,10,15,21,2,-41,27.62,nas4_F
20,2023,8,10,15,21,3,-40,27.62,nas4_F
21,2023,8,10,15,21,4,-39,27.62,nas4_F
22,2023,8,10,15,21,5,-38,27.62,nas4_F
23,2023,8,10,15,21,6,-37,27.62,nas4_F
24,2023,8,10,15,21,7,-36,27.62,nas4_F
25,2023,8,10,15,21,8,-35,27.62,nas4_F
26,2023,8,10,15,21,9,-34,27.62,nas4_F
27,2023,8,10,15,21,10,-33,27.62,nas4_F
28,2023,8,10,15,21,11,-32,27.62,nas4_F
29,2023,8,10,15,21,12,-31,27.62,nas4_F
30,2023,8,10,15,21,13,-30,27.62,nas4_F
31,2023,8,10,15,21,14,-29,27.62,nas4_F
32,2023,8,10,15,21,15,-28,27.62,nas4_F
33,2023,8,10,15,21,16,-27,27.62,nas4_F
34,2023,8,10,15,21,17,-26,27.71,nas4_F
35,2023,8,10,15,21,18,-25,27.62,nas4_F
36,2023,8,10,15,21,19,-24,27.62,nas4_F
37,2023,8,10,15,21,20,-23,27.62,nas4_F
38,2023,8,10,15,21,21,-22,27.62,nas4_F
39,2023,8,10,15,21,22,-21,27.71,nas4_F
40,2023,8,10,15,21,23,-20,27.62,nas4_F
41,2023,8,10,15,21,24,-19,27.62,nas4_F
42,2023,8,10,15,21,25,-18,27.62,nas4_F
43,2023,8,10,15,21,26,-17,27.71,nas4_F
44,2023,8,10,15,21,27,-16,27.71,nas4_F
45,2023,8,10,15,21,28,-15,27.62,nas4_F
46,2023,8,10,15,21,29,-14,27.62,nas4_F
